Company_ID,Domain,Founding_Year,Country,City,Funding_Stage,Total_Funding_USD_Millions,Valuation_USD_Millions,Revenue_ARR_Millions,Monthly_Burn_Rate_Millions,Runway_Months_2024,Peak_Headcount_2023,Layoffs_2024_2025,Current_Headcount_2026,Investor_Tier,AI_Adoption_Level,Acquisition_Status,Min_Max_Normalization,Mean_Normalization
DFD52492,Generative AI,2021,USA,San Francisco,Series A,11.39,151.66,8.08,0.74,13.6,41,0,41,Tier 2 (Mid-size VC),Low,Independent,0.0014477482367087433,-0.006131779205047671
DF4C4B95,ClimateTech,2022,China,Shanghai,Seed,3.23,26.65,1.1,0.37,6.9,27,12,15,Tier 3 (Angel/Seed),Low,Independent,0.00041055547011143465,-0.00716897197164498
39CE5BA4,Autonomous Vehicles,2019,USA,Austin,Seed,0.53,18.12,1.0,0.24,1.6,23,0,23,Tier 2 (Mid-size VC),Medium,Independent,6.736668704614872e-05,-0.007512160754710265
DC56F3B9,Robotics,2018,China,Hangzhou,Seed,0.24,8.44,0.69,0.18,0.9,14,6,8,Corporate VC (e.g. Google Ventures),Low,Independent,3.0505669605803192e-05,-0.007549021772150611
E3DC4113,ClimateTech,2021,India,Delhi NCR,Post-IPO,347.87,3662.61,190.15,31.33,11.1,1841,949,892,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired (Fire Sale),0.04421669702404482,0.03663716958228841
B5CCCF91,Generative AI,2017,Israel,Tel Aviv,Series B,19.47,123.47,9.31,0.56,29.5,53,0,53,Corporate VC (e.g. Google Ventures),High,Independent,0.002474772446770784,-0.005104754994985631
50277DBF,FinTech,2019,USA,Seattle,Seed,2.32,21.32,1.05,0.19,8.0,16,6,10,Corporate VC (e.g. Google Ventures),Medium,Acquired,0.0002948881395227642,-0.00728463930223365
6ECA6ADC,Generative AI,2016,USA,Austin,Series A,16.17,176.7,8.36,0.91,16.0,66,16,50,Tier 2 (Mid-size VC),High,Independent,0.0020553194896909903,-0.005524207952065424
591A9135,Cybersecurity,2022,USA,Austin,Seed,4.37,55.94,3.32,0.65,5.8,47,0,47,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,0.0005554574007389998,-0.007024070041017415
AD52F12D,SpaceTech,2019,China,Hangzhou,Seed,1.73,18.15,1.62,0.2,5.8,15,0,15,Corporate VC (e.g. Google Ventures),High,Closed,0.00021989503507516468,-0.00735963240668125
64622CEC,HealthTech,2017,USA,New York,Series B,10.68,99.92,5.46,1.11,8.8,64,30,34,Corporate VC (e.g. Google Ventures),Low,Independent,0.001357502297458242,-0.006222025144298172
4B87EB18,FinTech,2020,India,Hyderabad,Series A,17.26,140.11,5.81,0.48,29.8,46,0,46,Tier 3 (Angel/Seed),Medium,Acquired,0.002193866072484013,-0.005385661369272401
BFAB7DAB,Generative AI,2017,China,Beijing,Series C+,340.17,1243.93,136.47,22.77,14.9,1853,0,1853,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,0.0432379734575253,0.03565844601576889
559DD602,Cybersecurity,2023,India,Mumbai,Seed,1.15,23.66,0.83,0.51,1.9,26,0,26,Tier 3 (Angel/Seed),High,Acquired,0.00014617300019447363,-0.007433354441561941
6676CD1F,SpaceTech,2019,USA,Austin,Series A,11.76,114.55,8.3,0.95,11.2,56,0,56,Corporate VC (e.g. Google Ventures),High,Independent,0.0014947778106843565,-0.006084749631072058
E4934EF3,ClimateTech,2020,USA,Austin,Series A,2.75,24.64,0.83,0.68,3.5,51,0,51,Tier 2 (Mid-size VC),High,Independent,0.0003495441308998283,-0.007229983310856586
A0EFC520,Generative AI,2018,Germany,Berlin,Pre-IPO,256.12,1090.43,45.26,8.56,29.6,744,0,744,Tier 3 (Angel/Seed),High,Acquired,0.03255463374765964,0.02497510630590323
018AEF90,ClimateTech,2021,USA,Austin,Series A,7.75,93.07,3.6,0.24,22.8,16,0,16,Corporate VC (e.g. Google Ventures),High,Independent,0.0009850789143540616,-0.006594448527402353
E0D118B2,Generative AI,2022,USA,Seattle,Seed,12.96,67.28,4.62,0.51,21.2,34,0,34,Tier 3 (Angel/Seed),Medium,Independent,0.0016473061587133726,-0.005932221283043042
6292F3AD,HealthTech,2021,USA,Boston,Seed,2.02,26.67,1.61,0.86,2.1,44,0,44,Tier 2 (Mid-size VC),Low,Closed,0.00025675605251551024,-0.007322771389240904
736B9193,Robotics,2021,China,Shanghai,Seed,0.34,15.9,0.62,0.28,0.9,17,10,7,Corporate VC (e.g. Google Ventures),High,Closed,4.321636527488786e-05,-0.007536311076481526
53B5FDA8,Cybersecurity,2015,Canada,Montreal,Pre-IPO,140.7,621.32,21.46,9.75,14.3,724,0,724,Tier 3 (Angel/Seed),High,Acquired,0.017883948806402122,0.010304421364645707
D6208307,Robotics,2023,USA,Miami,Series B,25.33,224.69,19.33,1.81,13.3,92,0,92,Corporate VC (e.g. Google Ventures),,Independent,0.003219619212979145,-0.004359908228777269
B8F3841D,Autonomous Vehicles,2020,UK,London,Seed,3.92,48.44,2.85,0.48,6.8,41,20,21,Tier 3 (Angel/Seed),High,Independent,0.0004982592702281188,-0.007081268171528295
533F096B,Autonomous Vehicles,2022,Canada,Montreal,Series B,31.22,257.69,13.49,1.35,21.5,115,21,94,Tier 2 (Mid-size VC),High,Independent,0.003968279187888232,-0.003611248253868182
EE9E79D2,Generative AI,2020,China,Beijing,Seed,2.72,34.27,2.6,0.66,3.6,33,0,33,Corporate VC (e.g. Google Ventures),Low,Independent,0.0003457309221991029,-0.007233796519557312
32860DF6,FinTech,2017,USA,Seattle,Series A,6.61,71.41,3.7,0.48,11.4,39,0,39,Corporate VC (e.g. Google Ventures),High,Independent,0.0008401769837264963,-0.0067393504580299185
9149EA61,Generative AI,2020,Japan,Kyoto,Seed,2.33,39.16,1.37,0.14,9.7,10,4,6,Tier 2 (Mid-size VC),Medium,Independent,0.0002961592090896727,-0.007283368232666742
1EEACA94,HealthTech,2014,USA,Austin,Series C+,65.06,220.1,25.78,4.92,13.0,373,72,301,Tier 2 (Mid-size VC),Medium,Closed,0.008269578602306482,0.0006900511605500685
F53A20F5,ClimateTech,2020,USA,San Francisco,Pre-IPO,0.0,32.49,3.55,0.48,0.0,25,9,16,Bootstrapped,Medium,Acquired,0.0,-0.007579527441756414
386B6861,ClimateTech,2019,Israel,Jerusalem,Series C+,78.18,610.23,27.2,4.68,16.4,314,91,223,Tier 3 (Angel/Seed),High,Acquired,0.009937221874090392,0.002357694432333977
32DB5F71,ClimateTech,2016,USA,Boston,Seed,0.0,4.46,0.53,0.44,0.0,44,0,44,Bootstrapped,High,Independent,0.0,-0.007579527441756414
6582B5BE,Robotics,2024,Germany,Berlin,Series C+,47.26,462.52,18.73,1.65,27.0,123,0,123,Tier 2 (Mid-size VC),Medium,Independent,0.006007074773209412,-0.0015724526685470023
B1EB327C,HealthTech,2022,USA,Austin,Seed,3.93,47.12,1.98,0.98,3.6,55,0,55,Tier 2 (Mid-size VC),High,Independent,0.0004995303397950273,-0.0070799971019613874
C69EAE50,Generative AI,2022,Germany,Berlin,Pre-IPO,1200.92,5825.51,596.8,64.74,18.5,5267,0,5267,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.15264528642917155,0.14506575898741514
A51DAE84,ClimateTech,2021,India,Delhi NCR,Seed,1.68,20.49,1.64,0.38,3.5,24,8,16,Tier 2 (Mid-size VC),Medium,Acquired,0.00021353968724062235,-0.007365987754515792
033F6453,FinTech,2020,China,Shenzhen,Seed,1.92,24.26,1.13,0.29,4.9,15,0,15,Tier 3 (Angel/Seed),,Independent,0.00024404535684642554,-0.007335482084909989
41113665,ClimateTech,2020,China,Hangzhou,Series C+,42.4,439.29,21.35,2.83,14.5,184,32,152,Tier 2 (Mid-size VC),,IPO,0.005389334963691897,-0.002190192478064517
9E49D9B8,Robotics,2015,USA,Miami,Seed,1.21,26.14,1.13,0.13,5.3,8,4,4,Tier 3 (Angel/Seed),Low,Independent,0.00015379941759592443,-0.00742572802416049
E4DC9998,SpaceTech,2022,USA,Seattle,Series A,25.27,302.95,49.79,3.66,6.7,185,94,91,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,0.0032119927955776948,-0.00436753464617872
B7C0C51D,SpaceTech,2022,India,Delhi NCR,Series A,0.0,44.85,2.45,0.26,0.0,24,0,24,Bootstrapped,Medium,Acquired,0.0,-0.007579527441756414
6B5A38EA,Generative AI,2021,Canada,Toronto,Series B,44.23,539.14,31.31,3.38,12.7,272,0,272,Tier 2 (Mid-size VC),,Independent,0.005621940694436146,-0.0019575867473202676
3E4C02E3,SpaceTech,2023,India,Hyderabad,Series B,0.0,48.19,2.08,0.45,0.0,35,0,35,Bootstrapped,Medium,Independent,0.0,-0.007579527441756414
D676C434,Cybersecurity,2020,Israel,Jerusalem,Series B,58.87,509.89,35.28,4.68,12.3,371,149,222,Tier 3 (Angel/Seed),Medium,Independent,0.0074827865403901414,-9.674090136627288e-05
BB226A7B,Autonomous Vehicles,2019,Israel,Jerusalem,Seed,0.37,14.86,1.25,0.6,0.5,32,15,17,Tier 3 (Angel/Seed),High,Independent,4.7029573975613254e-05,-0.007532497867780801
8A9778C7,FinTech,2023,India,Hyderabad,Series C+,115.69,1163.06,107.67,1.41,76.6,111,0,111,"Tier 1 (e.g. Sequoia, a16z)",Low,Independent,0.014705003819564048,0.007125476377807634
72BDBE11,HealthTech,2019,Israel,Tel Aviv,Series A,22.51,175.57,6.0,1.87,11.4,119,0,119,"Tier 1 (e.g. Sequoia, a16z)",Low,IPO,0.0028611775951109582,-0.004718349846645456
A2131029,Generative AI,2020,USA,San Francisco,Seed,5.7,39.6,1.99,0.3,14.2,19,0,19,Tier 3 (Angel/Seed),High,Independent,0.0007245096531378259,-0.0068550177886185885
E487859D,Autonomous Vehicles,2019,India,Mumbai,Seed,0.63,20.81,0.87,0.1,3.2,9,0,9,Tier 2 (Mid-size VC),High,IPO,8.007738271523338e-05,-0.00749945005904118
F4112E3E,Generative AI,2020,India,Hyderabad,Series C+,97.41,1089.7,40.53,5.45,17.6,354,75,279,Tier 2 (Mid-size VC),Medium,Closed,0.01238148865125537,0.004801961209498957
35327E86,Web3/Crypto,2021,USA,New York,Seed,3.98,31.31,3.68,1.1,3.3,56,45,11,Tier 2 (Mid-size VC),High,Acquired (Fire Sale),0.0005058856876295697,-0.0070736417541268455
D11D1A7A,HealthTech,2020,Israel,Jerusalem,Series C+,68.47,530.41,22.01,4.43,15.1,259,81,178,Tier 3 (Angel/Seed),,Independent,0.008703013324622269,0.001123485882865855
D8633078,SpaceTech,2020,USA,Austin,Pre-IPO,277.18,2942.53,123.05,6.87,39.8,495,0,495,Tier 2 (Mid-size VC),High,Independent,0.035231506255568874,0.02765197881381246
D25B82B0,Web3/Crypto,2018,USA,Miami,Seed,1.36,18.25,1.35,0.13,5.9,12,9,3,Corporate VC (e.g. Google Ventures),,Closed,0.00017286546109955144,-0.007406661980656863
DE1F02D7,Generative AI,2020,USA,Seattle,Series C+,432.74,4955.35,187.3,21.26,20.3,1950,0,1950,"Tier 1 (e.g. Sequoia, a16z)",High,Acquired,0.055004264438396976,0.047424736996640564
4AA4D415,FinTech,2022,China,Hangzhou,Seed,2.25,27.57,2.08,0.26,6.2,15,0,15,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,0.00028599065255440495,-0.007293536789202009
DA3C95F5,FinTech,2012,USA,Seattle,Seed,2.7,27.96,3.52,0.23,8.2,21,8,13,Corporate VC (e.g. Google Ventures),,Independent,0.000343188783065286,-0.007236338658691128
9ADE3182,Robotics,2015,UK,Oxford,Series B,17.97,216.57,8.55,1.21,13.7,65,4,61,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.002284112011734514,-0.0052954154300219
53EAFE92,HealthTech,2015,India,Bengaluru,Series B,17.24,150.56,5.25,0.72,21.0,71,0,71,Corporate VC (e.g. Google Ventures),Low,Closed,0.002191323933350196,-0.005388203508406219
0073CD6C,ClimateTech,2023,India,Mumbai,Seed,3.41,23.02,1.04,0.17,12.6,17,0,17,Corporate VC (e.g. Google Ventures),Medium,Independent,0.00043343472231578706,-0.0071460927194406275
15230B24,Cybersecurity,2020,India,Delhi NCR,Series A,6.35,46.97,3.37,0.57,9.5,54,32,22,Corporate VC (e.g. Google Ventures),Medium,Closed,0.0008071291749868761,-0.006772398266769538
B45C44AF,Generative AI,2023,USA,Boston,Series A,5.96,77.43,8.45,0.59,8.6,55,34,21,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),0.000757557461877446,-0.0068219699798789685
3689B0DB,Web3/Crypto,2020,USA,New York,Seed,7.0,35.16,1.5,0.34,15.9,29,22,7,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),0.0008897486968359265,-0.006689778744920488
DEB9F9F3,Generative AI,2019,Germany,Berlin,Series A,22.67,272.25,9.19,0.84,24.1,78,0,78,Tier 2 (Mid-size VC),Low,Independent,0.0028815147081814934,-0.004698012733574921
A5B34FA6,Robotics,2021,UK,London,Series A,0.0,18.09,2.44,0.26,0.0,20,0,20,Bootstrapped,High,Independent,0.0,-0.007579527441756414
9EE1E52E,Robotics,2016,India,Delhi NCR,Seed,0.65,10.7,0.38,0.23,2.0,12,0,12,Tier 3 (Angel/Seed),,Independent,8.261952184905032e-05,-0.007496907919907364
281CB29F,Generative AI,2019,USA,Boston,Series B,35.65,386.28,20.34,1.59,21.1,128,0,128,Tier 3 (Angel/Seed),,Independent,0.004531363006028683,-0.0030481644357277316
BDB2DAA5,Generative AI,2019,USA,Boston,Seed,2.94,25.5,1.08,0.2,9.8,18,9,9,Tier 2 (Mid-size VC),Medium,Independent,0.00037369445267108913,-0.0072058329890853255
E66E5165,Web3/Crypto,2018,Singapore,Singapore,Series A,4.72,39.28,1.33,0.37,10.0,36,24,12,Tier 2 (Mid-size VC),Medium,Acquired (Fire Sale),0.0005999448355807961,-0.006979582606175618
A01C3D95,SpaceTech,2019,Canada,Toronto,Seed,2.21,15.9,0.62,0.26,6.1,17,0,17,Tier 3 (Angel/Seed),Low,Independent,0.00028090637428677105,-0.0072986210674696435
6B21935D,Generative AI,2014,USA,Miami,Series A,16.27,67.61,7.18,1.31,11.5,66,0,66,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,0.0020680301853600747,-0.00551149725639634
FEE5B637,Generative AI,2016,China,Shanghai,Series C+,32.74,347.8,16.94,2.2,14.2,201,73,128,Tier 3 (Angel/Seed),Medium,Independent,0.004161481762058319,-0.003418045679698095
75058B60,ClimateTech,2018,China,Hangzhou,Series B,6.11,66.71,7.54,0.62,8.5,44,24,20,Tier 3 (Angel/Seed),High,Closed,0.000776623505381073,-0.006802903936375342
5B858353,EdTech,2021,USA,Austin,Seed,0.61,10.07,0.61,0.51,1.0,46,0,46,Tier 3 (Angel/Seed),Medium,Independent,7.753524358141645e-05,-0.007501992198174998
68A908F9,Robotics,2016,China,Shenzhen,Series C+,34.03,320.55,11.62,1.89,17.1,123,0,123,Tier 3 (Angel/Seed),Low,Independent,0.004325449736189512,-0.003254077705566903
53741C4F,Generative AI,2018,UK,Oxford,Series A,12.54,154.28,25.87,0.85,13.2,56,0,56,Tier 2 (Mid-size VC),Medium,Independent,0.0015939212369032168,-0.005985606204853198
D3CA45B7,Robotics,2014,Singapore,Singapore,Seed,3.11,33.64,6.11,0.18,11.1,15,0,15,"Tier 1 (e.g. Sequoia, a16z)",Low,Acquired,0.00039530263530853304,-0.007184224806447881
A1EEEF0F,Generative AI,2020,Israel,Jerusalem,Series A,58.76,426.0,45.93,4.22,13.6,213,0,213,Tier 3 (Angel/Seed),High,Closed,0.007468804775154148,-0.00011072266660226594
33819928,Generative AI,2020,Israel,Tel Aviv,Seed,2.73,34.91,2.71,0.14,11.4,13,0,13,Tier 3 (Angel/Seed),Medium,Independent,0.0003470019917660113,-0.0072325254499904035
47CC1CB4,HealthTech,2022,India,Hyderabad,Series C+,34.47,313.54,12.04,0.83,37.1,69,0,69,Corporate VC (e.g. Google Ventures),Low,Independent,0.0043813767971334835,-0.003198150644622931
01ADCF2C,Robotics,2021,USA,New York,Series A,16.17,108.25,13.6,0.36,35.2,27,0,27,Tier 2 (Mid-size VC),High,Acquired,0.0020553194896909903,-0.005524207952065424
463EC3DC,FinTech,2018,USA,San Francisco,Series A,6.14,51.31,3.01,0.57,9.2,33,14,19,Tier 3 (Angel/Seed),Medium,Independent,0.0007804367140817984,-0.006799090727674616
151F3D9B,Robotics,2015,China,Shanghai,Seed,1.16,20.15,0.91,0.66,1.5,40,0,40,Tier 3 (Angel/Seed),,Closed,0.0001474440697613821,-0.007432083371995033
5E55E28C,Web3/Crypto,2016,Canada,Toronto,Series C+,146.02,1038.37,75.92,5.87,24.5,327,0,327,Tier 3 (Angel/Seed),,Independent,0.018560157815997427,0.010980630374241013
A4EA819D,Autonomous Vehicles,2023,France,Paris,Pre-IPO,61.06,744.35,26.31,2.19,26.7,177,0,177,Tier 3 (Angel/Seed),Low,Independent,0.007761150775543096,0.00018162333378668187
5BE7C5FA,FinTech,2020,China,Shanghai,Series C+,31.37,177.88,29.37,1.62,18.2,128,0,128,Tier 3 (Angel/Seed),Medium,Independent,0.0039873452313918594,-0.003592182210364555
840CA6F8,HealthTech,2013,USA,Austin,Seed,2.71,30.35,1.19,0.34,6.2,21,0,21,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.00034445985263219437,-0.0072350675891242194
D6E8DEA6,HealthTech,2015,USA,Boston,Series B,156.91,1527.21,267.6,9.5,16.3,497,0,497,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.019944352574360745,0.012364825132604331
A24F7C7D,HealthTech,2019,China,Hangzhou,Seed,0.3,13.83,1.18,0.57,0.4,33,17,16,Tier 2 (Mid-size VC),High,Closed,3.813208700725399e-05,-0.007541395354749161
AEFBB089,Cybersecurity,2017,USA,Seattle,Seed,1.35,27.01,2.14,0.61,1.9,49,0,49,Tier 3 (Angel/Seed),Medium,Closed,0.000171594391532643,-0.0074079330502237715
3AC5902F,HealthTech,2021,Israel,Jerusalem,Series A,3.8,55.31,3.91,0.36,8.3,18,7,11,Tier 3 (Angel/Seed),High,Independent,0.0004830064354252172,-0.0070965210063311975
5CE4A781,EdTech,2020,USA,Boston,Series B,5.05,61.0,3.32,0.83,5.4,56,0,56,Tier 2 (Mid-size VC),,Independent,0.0006418901312887755,-0.006937637310467639
DD1F23CE,Web3/Crypto,2020,Japan,Tokyo,Seed,1.07,23.37,2.94,0.62,1.5,48,35,13,Tier 3 (Angel/Seed),Medium,Closed,0.00013600444365920592,-0.007443522998097208
4D13237F,SpaceTech,2019,USA,New York,Series B,45.56,268.04,46.69,4.55,9.8,262,162,100,Corporate VC (e.g. Google Ventures),Low,Acquired (Fire Sale),0.005790992946834973,-0.0017885344949214411
E9C8DD38,FinTech,2018,USA,New York,Series C+,49.93,548.14,36.04,2.08,22.9,107,0,107,Tier 3 (Angel/Seed),Medium,Independent,0.006346450347573973,-0.0012330770941824415
45A58FF7,Generative AI,2020,China,Shenzhen,Seed,0.0,13.66,0.6,0.16,0.0,9,0,9,Bootstrapped,Low,Closed,0.0,-0.007579527441756414
B2FA1C67,Robotics,2021,Canada,Toronto,Series A,9.54,123.51,12.82,1.06,8.2,58,0,58,Tier 2 (Mid-size VC),Low,Independent,0.0012126003668306768,-0.006366927074925737
87F1B758,HealthTech,2019,USA,San Francisco,Series A,1.81,25.88,1.63,0.46,3.2,24,0,24,Tier 2 (Mid-size VC),Low,Independent,0.00023006359161043243,-0.007349463850145982
2B186865,Robotics,2020,Canada,Vancouver,Series C+,0.0,19.17,3.39,0.58,0.0,38,0,38,Bootstrapped,High,Independent,0.0,-0.007579527441756414
861C96D1,Autonomous Vehicles,2021,USA,Austin,Series B,34.9,269.0,9.04,1.38,23.6,70,0,70,Tier 2 (Mid-size VC),Medium,Independent,0.004436032788510548,-0.003143494653245867
D11F8BB5,Generative AI,2015,Canada,Montreal,Series B,89.01,514.63,37.39,2.96,29.1,268,0,268,Corporate VC (e.g. Google Ventures),Low,Closed,0.01131379021505226,0.0037342627732958457
63EA8BC6,HealthTech,2020,USA,Seattle,Series B,122.42,858.09,46.09,2.22,52.8,204,0,204,Corporate VC (e.g. Google Ventures),,Independent,0.015560433638093446,0.007980906196337031
56421553,FinTech,2018,China,Shanghai,Series B,33.22,140.95,5.53,2.21,14.4,162,24,138,Tier 3 (Angel/Seed),Low,Independent,0.0042224931012699255,-0.003357034340486489
E66373E4,ClimateTech,2021,USA,Miami,Series A,4.12,60.5,6.14,0.98,3.8,54,0,54,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,0.0005236806615662882,-0.007055846780190126
B115D572,HealthTech,2012,USA,San Francisco,Series A,16.25,135.79,11.39,0.78,18.5,65,0,65,Tier 3 (Angel/Seed),Medium,Independent,0.002065488046226258,-0.0055140393955301565
0219B56E,EdTech,2020,USA,Miami,Series A,8.43,38.75,3.86,0.55,13.0,39,9,30,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,0.0010715116449038372,-0.006508015796852577
2A2C27AA,FinTech,2015,USA,Boston,Series C+,164.51,1058.19,80.42,8.03,20.2,446,0,446,Tier 2 (Mid-size VC),High,Independent,0.02091036544521118,0.013330838003454765
156C7641,HealthTech,2014,Germany,Berlin,Series A,40.15,368.24,55.91,2.48,15.6,133,0,133,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.005103344311137493,-0.002476183130618922
6DC9FA1D,Generative AI,2021,India,Bengaluru,Post-IPO,573.7,4700.15,217.04,33.58,17.0,2701,0,2701,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.07292126105353873,0.0653417336117823
369CE884,HealthTech,2020,USA,San Francisco,Seed,1.82,31.93,1.74,0.34,4.1,24,0,24,Tier 3 (Angel/Seed),Low,Closed,0.00023133466117734088,-0.0073481927805790735
7D7909E1,EdTech,2022,Japan,Kyoto,Series A,0.0,17.35,0.7,0.77,0.0,43,0,43,Bootstrapped,Low,Independent,0.0,-0.007579527441756414
E692789E,FinTech,2020,Singapore,Singapore,Seed,0.95,16.31,0.88,0.19,3.3,16,7,9,Tier 3 (Angel/Seed),Low,Independent,0.0001207516088563043,-0.00745877583290011
55BF9E1D,EdTech,2020,Israel,Tel Aviv,Series A,25.07,238.96,26.4,1.17,19.7,113,50,63,Tier 2 (Mid-size VC),High,IPO,0.003186571404239525,-0.004392956037516889
F49E0CFA,HealthTech,2021,China,Hangzhou,Series B,24.2,208.9,17.35,0.93,23.5,66,17,49,Tier 2 (Mid-size VC),Low,Independent,0.0030759883519184887,-0.004503539089837925
C9087F52,Generative AI,2018,USA,Austin,Series C+,0.0,31.8,1.99,0.06,0.0,5,0,5,Bootstrapped,Medium,Independent,0.0,-0.007579527441756414
6A4377F9,Generative AI,2013,USA,Miami,Seed,6.14,86.32,5.45,0.8,6.8,55,0,55,Tier 2 (Mid-size VC),High,Acquired,0.0007804367140817984,-0.006799090727674616
B49D81A5,SpaceTech,2017,USA,Miami,Pre-IPO,514.06,2673.36,113.73,29.59,17.3,2477,500,1977,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,0.06534060215649662,0.05776107471474021
656438E0,ClimateTech,2017,UK,London,Series C+,58.29,531.57,61.72,3.07,18.4,243,0,243,Tier 2 (Mid-size VC),High,Closed,0.00740906450550945,-0.00017046293624696371
BFC16446,Cybersecurity,2018,China,Hangzhou,Series C+,13.34,104.89,3.9,0.81,14.7,67,16,51,Tier 2 (Mid-size VC),Medium,Independent,0.0016956068022558942,-0.005883920639500519
21CDC611,Robotics,2023,UK,Oxford,Series A,4.2,41.07,2.26,0.35,9.3,27,11,16,Tier 3 (Angel/Seed),Low,Independent,0.0005338492181015559,-0.007045678223654858
27E2CBB8,HealthTech,2021,China,Shanghai,Series A,6.73,62.98,2.49,0.68,8.6,45,23,22,Tier 3 (Angel/Seed),Medium,Acquired (Fire Sale),0.0008554298185293979,-0.006724097623227016
F5FC9763,HealthTech,2023,USA,New York,Seed,1.32,18.28,1.08,0.53,2.1,30,0,30,Tier 3 (Angel/Seed),High,Independent,0.00016778118283191759,-0.007411746258924497
32DB6C75,HealthTech,2025,India,Bengaluru,Series A,6.36,53.65,1.97,0.86,6.6,54,0,54,Tier 3 (Angel/Seed),,Independent,0.0008084002445537847,-0.00677112719720263
A9BA494C,Robotics,2019,USA,Seattle,Seed,0.72,23.78,1.0,0.11,3.4,6,4,2,Corporate VC (e.g. Google Ventures),Medium,Closed,9.151700881740958e-05,-0.007488010432939005
CB3AA38A,Generative AI,2017,China,Beijing,Series C+,122.45,1340.69,75.51,6.14,19.6,432,0,432,Tier 3 (Angel/Seed),High,Independent,0.015564246846794172,0.007984719405037758
4AC31FEB,Generative AI,2020,USA,Seattle,Series A,5.59,59.64,2.28,0.33,13.0,31,0,31,Tier 2 (Mid-size VC),High,Independent,0.0007105278879018328,-0.006868999553854581
78560557,Generative AI,2022,USA,Miami,Seed,17.24,105.44,3.97,0.59,25.0,45,0,45,Tier 2 (Mid-size VC),Medium,Independent,0.002191323933350196,-0.005388203508406219
7FE92FF2,Generative AI,2019,Israel,Jerusalem,Series C+,51.34,410.41,54.56,1.68,28.8,98,0,98,Tier 3 (Angel/Seed),Medium,Independent,0.006525671156508067,-0.0010538562852483472
EB2FEDD0,Generative AI,2020,USA,Boston,Seed,2.74,20.37,0.87,0.15,11.0,12,0,12,Tier 3 (Angel/Seed),Medium,Independent,0.0003482730613329198,-0.007231254380423494
0974FA5C,ClimateTech,2015,China,Beijing,Pre-IPO,197.84,826.54,47.59,5.59,34.8,367,0,367,Tier 3 (Angel/Seed),High,Independent,0.0251468403117171,0.017567312869960685
75EB4101,SpaceTech,2019,Israel,Tel Aviv,Seed,8.58,98.03,3.37,0.48,14.8,44,14,30,Tier 2 (Mid-size VC),High,Independent,0.0010905776884074642,-0.00648894975334895
BD4B46E2,Web3/Crypto,2019,USA,Seattle,Series B,78.88,320.48,20.82,4.48,17.2,252,110,142,Tier 2 (Mid-size VC),High,Independent,0.010026196743773983,0.0024466693020175683
69D4C6C9,Generative AI,2019,USA,San Francisco,Series B,63.65,658.42,95.3,4.24,14.7,283,0,283,Tier 3 (Angel/Seed),,IPO,0.008090357793372388,0.0005108303516159742
0B0B3E3A,SpaceTech,2022,USA,Austin,Series B,43.12,308.69,10.92,2.81,14.8,173,0,173,"Tier 1 (e.g. Sequoia, a16z)",Medium,Independent,0.005480851972509307,-0.0020986754692471077
32985551,HealthTech,2014,USA,Austin,Series A,21.94,252.96,10.33,2.23,9.4,168,78,90,Tier 3 (Angel/Seed),High,Independent,0.0027887266297971754,-0.004790800811959239
D589DF60,Generative AI,2024,USA,Seattle,Seed,3.29,32.79,1.73,0.15,13.2,12,0,12,Tier 3 (Angel/Seed),High,IPO,0.00041818188751288545,-0.007161345554243529
8F53BEBE,EdTech,2012,China,Hangzhou,Seed,0.81,17.38,1.0,0.84,0.9,45,0,45,"Tier 1 (e.g. Sequoia, a16z)",,Independent,0.00010295663491958579,-0.007476570806836828
2C840E23,Generative AI,2023,USA,Miami,Pre-IPO,712.94,8099.94,359.92,20.63,34.4,1352,0,1352,"Tier 1 (e.g. Sequoia, a16z)",High,Independent,0.0906196337031722,0.0830401062614158
5EE2E36C,Web3/Crypto,2020,China,Shanghai,Series A,14.06,52.34,3.71,1.18,11.0,63,56,7,"Tier 1 (e.g. Sequoia, a16z)",High,Closed,0.0017871238110733038,-0.0057924036306831106
4F31DA1F,Autonomous Vehicles,2021,USA,Boston,Series C+,25.57,184.51,28.62,2.17,11.3,132,76,56,Tier 2 (Mid-size VC),,Closed,0.0032501248825849488,-0.004329402559171466
